Species,X,Y
Bison,-890886.1153,162341.8355
Bison,-524415.866,857763.2306
Bison,-850753.5909,329853.1254
Bison,-924561.2722,-246674.5179
Bison,-64695.1388,204346.121
Bison,-1117047.791,900508.1215
Bison,-967216.6151,-189779.9166
Bison,-967535.5341,-188515.8219
Bison,-826659.0655,-157583.119
Bison,-666487.1686,1759740.433
Bison,-194248.8814,713210.8456
Bison,-472879.0063,847383.015
Bison,-458094.8332,852852.2694
Bison,-447190.7074,893657.5385
Bison,-986662.0929,103347.6639
Bison,-1018048.681,-150712.4765
Bison,-921244.316,-42614.6848
Bison,-797033.3392,985147.7187
Bison,-1039128.089,83535.6639
Bison,-133154.4283,731653.5082
Bison,-937210.488,-49942.6713
Bison,-1042678.659,73539.963
Bison,-663549.0388,1749565.679
Bison,-1166214.896,1391368.414
Bison,-736142.7427,654554.9796
Bison,-997233.5853,44531.0572
Bison,-913940.2767,862765.087
Bison,-1047792.368,126119.7801
Bison,-657806.7715,1269409.804
Bison,-707463.8263,1880320.009
Bison,-1032588.107,924422.9078
Bison,-1053223.697,51777.3002
Bison,-347823.7641,-317311.2736
Bison,-1053391.271,51963.8657
Bison,2331.7165,-80589.9119
Bison,-1054199.358,52205.4151
Bison,-1024113.736,-140852.1722
Bison,-936216.7444,162317.1051
Bison,-1109371.501,849335.9659
Bison,-1048284.355,143401.6495
Bison,-1206472.734,1011706.326
Bison,-504973.4933,324243.9615
Bison,-1146583.161,-74271.6271
Bison,-993476.5005,96257.7302
Bison,-848269.497,817375.1873
Bison,-897768.9067,-49545.6181
Bison,-1038209.539,83011.6781
Bison,-993695.0501,96885.933
Bison,-866765.9609,877431.6622
Bison,-1047552.786,52849.3346
Bison,-460935.7334,798635.7341
Bison,-1015167.123,-136539.8046
Bison,-108759.237,-424004.2168
Bison,-1279347.605,1417860.722
Bison,-600657.1815,404398.6632
Bison,-1052542.472,155206.8565
Bison,-1039705.427,82060.758
Bison,-637615.135,-81353.6666
Bison,-1003210.463,-127655.2972
Bison,-1171964,-80246.809
Bison,-1222403.667,1394618.081
Bison,-968475.5965,964181.0026
Bison,-488938.8541,335837.7198
Bison,-759831.8216,-238146.4129
Bison,-1028386.724,-165605.0569
Bison,-431285.9466,899402.833
Bison,-265976.2026,350186.4304
Bison,-1052782.711,-170735.4275
Bison,-980131.181,967820.3975
Bison,-1047781.322,53089.1298
Bison,-772704.9002,883339.1028
Bison,-968203.4849,978715.1596
Bison,-555676.8428,805285.5801
Bison,-552190.486,659083.1449
Bison,-782883.7799,375788.9975
Bison,-486374.4939,732438.243
Bison,-102996.3968,610095.8189
Bison,-712381.781,-253553.4908
Bison,-865806.7964,915247.9528
Bison,-387409.0221,-299322.3814
Bison,-657091.9666,330610.8181
Bison,-711191.9538,1832962.097
Bison,-1023417.879,119425.3724
Bison,-941973.0956,-52250.0899
Bison,-1074034.449,-195477.0179
Bison,72961.8969,-182121.1881
Bison,-459174.2332,-223628.503
Bison,-985562.4285,106897.367
Bison,-491755.7684,673179.1572
Bison,-1106881.466,60544.2043
Bison,-857591.4679,1041325.638
Bison,-1099376.123,932983.7906
Bison,-914435.8214,42980.6387
Bison,-922515.3263,165181.0957
Bison,-1046959.606,123698.0504
Bison,-507501.2267,806940.3899
Bison,-711260.2526,1868112.976
Bison,-1047611.052,28869.9672
Bison,-1046303.233,127090.6844
Bison,-475919.3408,686581.3855
Bison,-1032523.953,-62705.9706
Bison,-954163.5648,-69859.0936
Bison,-523256.1928,858379.2281
Bison,-524975.8017,788811.688
Bison,-1082742.041,943391.5287
Bison,-259461.0631,341291.4172
Bison,-1102758.361,1051352.338
Bison,-741179.7393,568002.4169
Bison,-966361.01,-871.3217
Bison,-421615.2996,-252844.3039
Bison,-985699.6907,-4652.4023
Bison,-150003.7557,-112135.3315
Bison,-922754.5848,862598.0579
Bison,-370102.3574,907402.9908
Bison,-1055853.611,154358.1566
Bison,-378715.0794,352236.681
Bison,-983298.8527,846159.4501
Bison,-1088957.165,-26361.4187
Bison,85549.0851,-194058.3792
Bison,-930284.1902,-141586.4818
Bison,-466029.9554,787567.7855
Bison,-506813.8052,325282.9498
Bison,-1026073.242,-19718.601
Bison,-102363.8395,687270.4434
Bison,-389098.9409,355561.6547
Bison,-1133842.636,-247469.9873
Bison,-695908.3322,1352564.019
Bison,-490271.7034,661611.3289
Bison,-998723.1805,48913.373
Bison,-917126.3558,-108845.5252
Bison,-457753.3894,809281.3853
Bison,-1002032.859,849722.7496
Bison,-524290.9582,807856.9339
Bison,-414189.2555,210396.6386
Bison,-533654.8357,-59799.4508
Bison,-1019139.604,105240.072
Bison,-1044996.659,127801.0072
Bison,-874600.3896,-293001.2702
Bison,-888558.3947,309424.1124
Bison,-788099.4539,-100229.0939
Bison,-1278899.117,1417551.016
Bison,-1055853.538,162093.9426
Bison,-364493.793,360344.4069
Bison,-987865.3865,704696.433
Bison,-725178.0305,1800519.277
Bison,-103185.1452,259105.9123
Bison,-989330.8161,122762.9631
Bison,-881078.769,-264752.0112
Bison,-618573.738,695927.2366
Bison,-978519.4998,27473.9901
Bison,10952.4956,-97215.7375
Bison,-104425.0643,265579.4357
Bison,-720321.4845,699577.3915
Bison,-645016.129,904976.1243
Bison,-759325.7547,979514.1625
Bison,-1007121.763,684172.9099
Bison,-279166.7822,-357038.2587
Bison,-929361.6118,-91088.6127
Bison,-921580.8158,-298197.9525
Bison,-116421.0017,579523.3593
Bison,-966098.359,-88400.2967
Bison,-505986.5424,821327.3195
Bison,-607512.391,956742.5802
Bison,-445259.5174,887695.2719
Bison,-902366.2251,-64940.3931
Bison,-434666.5389,839115.3113
Bison,-534703.0319,887853.3623
Bison,-1012937.957,75595.2139
Bison,-703578.6748,1788353.542
Bison,-993559.2443,121164.7309
Bison,-658196.1944,1724811.087
Bison,-612996.942,-57639.9646
Bison,-636450.9613,858969.4838
Bison,-915753.287,65337.7435
Bison,-241071.857,348360.3097
Bison,-666150.3097,1320425.538
Bison,-803464.3003,-189648.3065
Bison,-644478.572,996757.7863
Bison,-994544.9454,-211915.0269
Bison,-957624.3236,-69410.1722
Bison,-967115.3397,5159.2828
Bison,-814716.294,493234.9733
Bison,-47327.2559,-83194.48
Bison,-1044204.423,1288815.773
Bison,-1023918.52,116482.6802
Bison,-875235.5187,846348.1227
Bison,-806149.519,416675.6993
Bison,75748.902,-487578.4149
Bison,-1006832.273,779610.9384
Bison,-524946.8413,-222584.1341
Bison,-971352.4296,-172358.065
Bison,-1237437.179,1395858.207
Bison,-582170.4481,-252736.3478
Bison,-1033009.457,-150451.3793
Bison,-1204107.456,1004979.992
Bison,-950689.4076,866171.7505
Bison,-464183.6082,685111.9635
Bison,-1014547.557,-138442.39
Bison,-560236.1552,801636.1347
Bison,-489777.8974,751804.3992
Bison,-425604.3987,850194.2826
Bison,-668123.1615,1762337.508
Bison,-177786.0288,-435990.4278
Bison,-1041850.005,-159881.703
Bison,-558377.1213,800759.2848
Bison,-1043355.246,782324.6511
Bison,-790100.306,376607.6446
Bison,-1074374.041,-183462.265
Bison,-1010110.043,-131050.8329
Bison,-1075988.534,1361330.92
Bison,-856487.4051,797421.0559
Bison,-1019220.032,104945.7772
Bison,-1053393.556,54384.061
Bison,-461834.9979,354390.4852
Bison,-1099094.527,49547.8828
Bison,-551374.5352,658408.0677
Bison,-473493.3654,874069.141
Bison,-267643.4567,648284.5534
Bison,-774025.5969,-231511.6257
Bison,-432919.875,840675.9498
Bison,-30238.9157,477694.96
Bison,-699595.7991,1884335.566
Bison,-1000534.635,775209.9194
Bison,-783663.3317,369404.1996
Bison,-436031.5842,350404.9937
Bison,-889522.2374,824701.5735
Bison,-653398.2543,1291932.974
Bison,-312410.0044,-279836.6121
Bison,-502212.0865,806833.9673
Bison,-466934.5563,846293.1783
Bison,-659532.7381,1345501.867
Bison,-790466.1747,961594.2114
Bison,-503290.5713,874096.9148
Bison,-973662.3632,-19927.4029
Bison,-49161.5609,351906.8527
Bison,-769427.728,1147015.629
Bison,-954072.4343,30056.9982
Bison,-99091.9119,-102308.0826
Bison,-623997.8659,1291132.15
Bison,-905752.1341,-274627.7017
Bison,-625855.6556,858218.352
Bison,-930692.137,773710.1292
Bison,-1027799.155,-10857.7396
Bison,-811209.3138,419125.7923
Bison,-961731.0148,870244.7299
Bison,-430312.6596,899670.4277
Bison,-769987.4173,886631.9427
Bison,-675199.4611,706124.0953
Bison,-1000368.632,47262.1777
Bison,-1090666.649,30235.4138
Bison,-960346.2108,996517.8556
Bison,-1103320.581,57064.7631
Bison,-880837.9129,949805.944
Bison,-1036686.167,11516.5783
Bison,-1036347.99,26628.948
Bison,-956247.0519,927414.8203
Bison,122396.1757,553990.0035
Bison,-1033150.573,85642.0902
Bison,-486346.0324,726763.1368
Bison,-704607.3023,133738.2279
Bison,-481327.8295,699682.1735
Bison,-949601.2856,821460.3298
Bison,103362.1251,544800.7932
Bison,-952238.5684,866901.9441
Bison,-785220.8875,308846.7439
Bison,-944112.3408,103714.055
Bison,-286058.1248,339040.1877
Bison,-516727.1562,398309.1303
Bison,-940609.0926,-899.827
Bison,-565730.867,930023.0248
Bison,-1001967.723,851520.8764
Bison,-693086.11,350025.0968
Bison,-676133.7732,1793110.705
Bison,-577114.8932,79465.6131
Bison,-247177.119,739099.6732
Bison,-494682.639,329552.7959
Bison,-972294.0743,242483.4098
Bison,-941125.8947,309896.68
Bison,-1044616.016,127392.7787
Bison,-646087.5529,59458.1352
Bison,-336483.6343,-327088.6853
Bison,-998326.5894,784505.3114
Bison,11269.4106,-468096.8095
Bison,-739721.6292,1860821.547
Bison,-838241.3155,339072.8867
Bison,-890086.7946,822296.8116
Bison,-1025541.419,84394.0404
Bison,-674633.3938,-242350.8894
Bison,-1125995.182,-30044.568
Bison,-65106.8492,317499.5203
Bison,-440188.3141,893362.6968
Bison,-948580.4129,94611.0732
Bison,-674277.6174,1769425.213
Bison,-250549.5775,341120.4975
Bison,-689536.6225,-264794.4561
Bison,-614113.406,963417.0523
Bison,-800434.1578,1184820.617
Bison,-360770.5278,-103088.074
Bison,-388060.2337,-48684.436
Bison,-912512.5623,1032445.088
Bison,-878178.8546,232325.6997
Bison,-813631.8576,362364.2353
Bison,-544436.332,656647.9366
Bison,-1101608.167,51394.8405
Bison,-561469.2649,799654.7425
Bison,-1070225.67,-53683.9804
Bison,-31697.2598,386508.2853
Bison,-832048.528,-153807.8279
Bison,-558786.2515,799614.9987
Bison,-556661.391,660551.0078
Bison,-970292.4224,887204.8042
Bison,-311130.918,-336501.3679
Bison,-782714.3144,-206717.2146
Bison,-993245.1333,121233.3941
Bison,-334570.7269,212683.1464
Bison,-488587.9741,840472.2362
Bison,-982048.4367,110683.912
Bison,-784689.7267,-280780.9121
Bison,-621675.1665,699567.8308
Bison,-942133.7372,758176.6571
Bison,-733182.4091,932953.0656
Bison,-445788.8639,-228434.4568
Bison,-1081654.042,-187437.6563
Bison,-946818.4389,-190812.7425
Bison,-669146.2655,864758.3045
Bison,-945918.4704,-54696.8464
Bison,-969541.0606,-231542.5492
Bison,-722500.0211,1823150.639
Bison,-1052592.238,51750.0943
Bison,-983389.5347,126848.0022
Bison,-848497.59,333400.5078
Bison,-844670.1657,-142761.4014
Bison,-954254.0451,-64192.5295
Bison,-541598.4492,-241189.7168
Bison,-30565.8354,475553.9352
Bison,-693512.4647,105807.1857
Bison,-1107884.849,-113.9903
Bison,-518329.1148,657140.9765
Bison,-793527.9798,-208865.2352
Bison,-1046659.866,-17844.6006
Bison,-706813.8912,-217452.6038
Bison,-661836.1432,1739366.961
Bison,-1023462.781,-31176.0234
Bison,-431917.3073,899313.1043
Bison,-479017.5136,351360.423
Bison,-1049655.651,145328.5714
Bison,-1081702.418,943036.6833
Bison,-503603.6399,88460.7943
Bison,-149352.7887,997089.0767
Bison,-1020938.92,-146090.637
Bison,-616878.7093,65841.0923
Bison,-979678.9554,172831.467
Bison,-539790.3857,85006.6303
Bison,-466415.9964,794724.8736
Bison,-1361209.868,1414632.881
Bison,-920243.6101,-44225.6991
Bison,-950993.9269,970058.8039
Bison,-987046.7692,132422.5566
Bison,-1048958.12,141014.7824
Bison,-1009577.147,-130173.1062
Bison,-667140.939,1760368.345
Bison,-855430.7598,889202.4112
Bison,-835868.6312,344403.8401
Bison,-1043690.334,34533.4275
Bison,-1105111.234,57866.0266
Bison,-96507.1244,-424985.9963
Bison,-801717.3267,885784.2816
Bison,-1337012.812,1424724.321
Bison,-635596.4415,1726137.484
Bison,-560389.3987,799910.2905
Bison,-579996.8851,-252040.7349
Bison,-941388.134,-199184.9432
Bison,-1123173.252,896511.7384
Bison,-1073975.121,-2393.7405
Bison,-319361.9793,759352.914
Bison,-897318.0654,-185749.9537
Bison,-241807.8762,347716.976
Bison,-196296.7113,325751.2748
Bison,-953013.0687,-72365.2823
Bison,-764607.0694,-265555.9966
Bison,-36862.7369,505233.8326
Bison,-132162.623,-428434.8487
Bison,-711171.913,1874540.045
Bison,-998001.3129,47704.5119
Bison,-945802.3506,988396.0088
Bison,-1090627.465,-192568.9128
Bison,-673668.9565,914275.6584
Bison,-817849.5463,-161467.4138
Bison,-295919.4294,324652.1385
Bison,-1093751.781,-23968.7337
Bison,-956881.9164,-67512.3483
Bison,-1043118.801,78002.1533
Bison,-195892.1112,-397993.2463
Bison,-288506.1591,338356.9875
Bison,-960739.1565,996818.1895
Bison,-808849.5357,-187244.5506
Bison,-438555.3919,688566.9926
Bison,-1070733.423,-59065.8022
Bison,-953485.5532,142770.7699
Bison,-728164.2665,938489.1809
Bison,-1054541.428,776516.7275
Bison,-839694.9816,-256067.7219
Bison,-716241.9007,110319.5089
Bison,-939460.1382,-209136.6252
Bison,-824510.8846,892801.2311
Bison,-1029229.674,-165519.3399
Bison,-993569.4579,-212937.9161
Bison,-593242.3262,1332259.641
Bison,-988284.9688,93210.6322
Bison,-1105901.387,62872.8014
Bison,-30611.5722,428748.2571
Bison,-889565.338,239445.4523
Bison,-1047535.092,-146507.8408
Bison,-835457.1398,336506.2012
Bison,-695394.5049,1715869.082
Bison,-965297.2612,120605.3479
Bison,-999691.1214,90257.6291
Bison,56242.4916,-532351.7634
Bison,-1038179.243,27305.0919
Bison,-1018628.366,80141.799
Bison,-841052.7768,-148863.5091
Bison,-990742.5947,98335.556
Bison,-1024807.727,84202.7834
Bison,-1047249.99,-94372.8635
Bison,-1204238.216,1004621.25
Bison,-896431.3797,-197812.7069
Bison,-831209.7672,-242461.5551
Bison,-694894.046,1763068.261
Bison,-923576.0407,861101.1237
Bison,-636471.6877,705794.7782
Bison,-975353.4072,-103192.2453
Bison,-444371.6609,854394.8569
Bison,-444991.5552,824304.5264
Bison,-330744.2021,-330300.229
Bison,-286408.2615,-499755.0279
Bison,-1101933.768,1350127.769
Bison,-985409.4146,103580.4386
Bison,-647945.1138,1274176.863
Bison,-888401.7662,808042.6379
Bison,-1015583.89,-139976.9652
Bison,-702021.9916,137641.8137
Bison,-1046134.63,795854.1617
Bison,-533905.9908,88294.8335
Bison,-1085796.082,919900.5821
Bison,-512965.1315,842309.7778
Bison,-821918.3678,353774.3855
Bison,-1094945.571,-208438.1182
Bison,-82136.8267,-431451.0884
Bison,-904928.4681,871416.2697
Bison,-665837.8872,1758807.161
Bison,-1040043.985,28540.6523
Bison,-416336.425,872246.708
Bison,-998575.9809,91063.5036
Bison,-1102540.896,907098.2913
Bison,-283278.7071,341493.6769
Bison,-682608.8541,1770228.181
Bison,-1000887.5,51103.5426
Bison,-1051782.723,1042607.26
Bison,-952287.4195,914193.6479
Bison,-29694.7265,-446675.1216
Bison,47945.0051,-133660.9524
Bison,-906194.2443,472237.3026
Bison,-1148379.256,891391.0127
Bison,-997574.9272,698037.3843
Bison,-674649.3957,1776250.551
Bison,-26722.0491,452711.3449
Bison,-924263.1469,974354.6628
Bison,-1034111.265,-147306.6608
Bison,-1014179.974,883041.4816
Bison,-1096080.736,-20357.4855
Bison,-1130112.642,391351.3505
Bison,-927854.1269,164309.9171
Bison,-839121.5298,339163.9057
Bison,-667141.8558,1752835.431
Bison,26556.531,518899.4597
Bison,-1007004.705,683993.122
Bison,-584409.789,916135.931
Bison,-1065463.654,306662.5818
Bison,-1048190.189,-41489.4421
Bison,-919095.6238,888168.2243
Bison,-72207.4816,-430835.848
Bison,-1250418.261,1685181.218
Bison,-1086254.41,941031.7874
Bison,-1101485.891,930064.3823
Bison,-609534.1655,959264.6276
Bison,-984087.2713,704994.7145
Bison,-974835.9128,-253222.1683
Bison,-904835.6963,-274638.8692
Bison,-410587.6369,-276391.4314
Bison,-845155.1142,335823.2319
Bison,-846297.7841,332982.6247
Bison,-1045451.837,41285.2995
Bison,-435827.2429,838576.3917
Bison,-831524.6758,342801.1249
Bison,-119828.3164,713082.1531
Bison,-1020487.46,689676.1125
Bison,-1103245.149,54504.7361
Bison,-974958.5538,718013.9724
Bison,-968769.114,26443.0837
Bison,-107319.1978,-430393.515
Bison,-923524.5861,-48221.2569
Bison,-697447.6227,1777080.524
Bison,-972381.2759,-12263.5535
Bison,-706898.0936,1797163.936
Bison,-861655.3205,1044915.784
Bison,-431183.5741,844612.3263
Bison,-445748.6803,689617.6656
Bison,-896752.2107,-91052.4825
Bison,-954853.619,654922.3291
Bison,-425476.408,848646.4215
Bison,-1007560.149,81221.0764
Bison,-580342.9854,140192.6095
Bison,-1047387.154,1038973.586
Bison,-1018641.394,-146948.7328
Bison,-1022451.8,83959.7769
Bison,-464346.5476,355385.7323
Bison,-1038821.369,84209.6272
Bison,-829438.6328,935383.5239
Bison,-1102277.528,580.0672
Bison,-475292.9587,706078.0147
Bison,-440190.6048,892335.7712
Bison,-674806.3174,1541811.279
Bison,-931310.5077,856786.7913
Bison,-947221.2264,-193185.0309
Bison,-52166.6276,128578.4226
Bison,-1042398.734,-38327.8706
Bison,-991513.614,-216062.9912
Bison,-961658.7416,967334.545
Bison,-686995.774,703219.4905
Bison,-645332.0526,996736.3186
Bison,-850244.1117,890128.0118
Bison,-737103.2961,567947.5295
Bison,-552686.9814,804292.8648
Bison,-427388.4211,910375.7256
Bison,-642923.5477,1726228.255
Bison,-921669.1177,843031.5131
Bison,-981626.649,124952.9887
Bison,-560375.0172,800056.7144
Bison,-485709.0481,687197.6187
Bison,-874966.6001,320757.7934
Bison,-665672.1004,909808.8131
Bison,-1032081.624,-150735.2938
Bison,-264443.1808,349805.8
Bison,-1338562.955,1424876.332
Bison,-979689.0937,1946364.795
Bison,-701045.2254,928366.9846
Bison,-943532.8532,29571.0355
Bison,-1007048.9,683890.2015
Bison,-1037506.944,-157112.6282
Bison,-555398.8079,805132.4379
Bison,-1178282.956,1061555.499
Bison,-935967.5847,-165090.6474
Bison,-948088.7426,115317.134
Bison,-1014042.198,689743.2756
Bison,-877438.7553,446273.4835
Bison,-887792.0499,794899.8299
Bison,-818835.6184,-174706.6756
Bison,-484787.6377,832655.7718
Bison,-850217.9881,911248.581
Bison,137351.7166,-233496.4329
Bison,-394197.5365,649080.3979
Bison,-434299.6322,896293.9917
Bison,-618114.4635,1072021.062
Bison,-1034486.049,90770.3243
Bison,-865493.7538,1038655.386
Bison,-750188.7098,1016712.834
Bison,-950688.6191,-60265.292
Bison,-993093.0576,-122204.3981
Bison,-1044466.889,-261073.4465
Bison,-1307116.89,1429804.493
Bison,-995759.0624,748087.456
Bison,-786115.6832,1024992.979
Bison,-425126.5373,-20381.7508
Bison,-1042435.791,71958.3865
Bison,-744426.2217,1825227.064
Bison,-1076958.36,-178381.1864
Bison,-918823.4946,90809.7798
Bison,-544825.5746,870462.1002
Bison,-977201.5947,244946.0097
Bison,-1040616.39,-49189.6171
Bison,-1045996.263,130751.6749
Bison,-477284.852,-20152.3605
Bison,-1066488.385,854789.9108
Bison,-1016717.53,-152776.6337
Bison,-961218.4435,-90588.6581
Bison,-848618.1081,333153.7899
Bison,-367774.965,-304776.2774
Bison,-848926.7509,333572.994
Bison,-526373.8395,91187.0277
Bison,-583707.0678,945762.6349
Bison,-1019778.929,689618.4997
Bison,-946034.9241,779001.0978
Bison,-854295.4122,1006841.052
Bison,103319.7348,-493172.0515
Bison,-645914.6736,996459.2872
Bison,-969331.2079,-83604.3645
Bison,-1038235.637,85797.4726
Bison,-1038849.351,-82694.2847
Bison,-822786.8063,378625.8216
Bison,-1181300.839,1060437.734
Bison,-981652.6504,1632237.165
Bison,80751.9003,-505338.2652
Bison,-725435.9669,-254481.2352
Bison,-562940.3108,798906.1641
Bison,-1011797.888,77303.6401
Bison,-243548.9802,-151885.9464
Bison,-1049962.387,50305.5287
Bison,-850418.6722,881807.1924
Bison,-1034165.56,-150204.6205
Bison,-513497.4628,793767.92
Bison,-584703.5547,-138981.5734
Bison,-824096.9213,-163135.1529
Bison,-552339.9745,-52317.1549
Bison,-1146732.482,877662.2749
Bison,-967789.1257,977944.5108
Bison,-563290.0692,800874.8836
Bison,-425523.1417,849921.6046
Bison,-585575.0754,675919.5289
Bison,-593107.0705,928615.887
Bison,-547092.7748,800858.7376
Bison,-810324.9934,365781.6012
